"REF_DATE","GEO","DGUID","Receipts, payments and balances","Current account","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915263","1.1.20","3957","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915264","1.1.21","4","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915265","1.1.22","6344","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915266","1.1.23","3044","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915267","1.1.24","3105","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915268","1.1.25","1184","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915269","1.1.26","1184","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915270","1.1.30","1920","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915271","1.1.31","1882","","","","0"
"2020-07","Canada","2016A000011124","Receipts, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915272","1.1.33","38","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915273","1.2.1","213527","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915274","1.2.2","178559","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Goods","Dollars","81","millions","6","v61915275","1.2.3","146182","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Services","Dollars","81","millions","6","v61915276","1.2.5","32377","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Travel","Dollars","81","millions","6","v61915277","1.2.6","1285","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915278","1.2.7","5367","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915279","1.2.8","25337","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Government services","Dollars","81","millions","6","v61915280","1.2.9","387","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915281","1.2.10","30154","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915282","1.2.11","1486","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915283","1.2.12","28668","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915284","1.2.13","8833","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915285","1.2.14","849","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915286","1.2.15","7984","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915287","1.2.16","6007","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915288","1.2.17","1977","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915289","1.2.18","15860","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915290","1.2.19","10723","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915291","1.2.20","10573","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915292","1.2.21","150","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915293","1.2.22","5136","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915294","1.2.23","3976","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915295","1.2.24","4814","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915296","1.2.25","3244","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915297","1.2.26","2206","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Personal transfers","Dollars","81","millions","6","v61915298","1.2.27","936","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Other private non-personal transfers","Dollars","81","millions","6","v61915299","1.2.28","1270","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915300","1.2.29","1038","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915301","1.2.30","1569","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915302","1.2.32","1171","","","","0"
"2020-07","Canada","2016A000011124","Payments, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915303","1.2.33","399","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915304","1.3.1","-13261","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915305","1.3.2","-10870","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Goods","Dollars","81","millions","6","v61915306","1.3.3","-10713","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Services","Dollars","81","millions","6","v61915308","1.3.5","-157","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Travel","Dollars","81","millions","6","v61915309","1.3.6","2460","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915310","1.3.7","-2105","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915311","1.3.8","-437","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Government services","Dollars","81","millions","6","v61915312","1.3.9","-74","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915313","1.3.10","-682","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915314","1.3.11","-1250","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915315","1.3.12","568","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915316","1.3.13","7053","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915317","1.3.14","1132","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915318","1.3.15","5922","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915319","1.3.16","770","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915320","1.3.17","5151","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915321","1.3.18","-5554","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915322","1.3.19","-6762","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915323","1.3.20","-6616","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915324","1.3.21","-146","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915325","1.3.22","1208","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915326","1.3.23","-932","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915327","1.3.24","-1709","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915328","1.3.25","-2060","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915329","1.3.26","-1022","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915330","1.3.29","-1038","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915331","1.3.30","351","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915332","1.3.31","1882","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915333","1.3.32","-1171","","","","0"
"2020-07","Canada","2016A000011124","Balances, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915334","1.3.33","-361","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915244","1.1.1","208675","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915245","1.1.2","173980","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Goods","Dollars","81","millions","6","v61915246","1.1.3","140848","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Services","Dollars","81","millions","6","v61915248","1.1.5","33132","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Travel","Dollars","81","millions","6","v61915249","1.1.6","3540","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915250","1.1.7","3478","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915251","1.1.8","25803","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Government services","Dollars","81","millions","6","v61915252","1.1.9","311","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915253","1.1.10","31551","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915254","1.1.11","237","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915255","1.1.12","31313","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915256","1.1.13","18874","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915257","1.1.14","2141","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915258","1.1.15","16733","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915259","1.1.16","9088","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915260","1.1.17","7645","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915261","1.1.18","10058","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915262","1.1.19","3746","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915263","1.1.20","3743","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915264","1.1.21","3","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915265","1.1.22","6312","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915266","1.1.23","2382","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915267","1.1.24","3144","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915268","1.1.25","1171","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915269","1.1.26","1171","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915270","1.1.30","1973","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915271","1.1.31","1934","","","","0"
"2020-10","Canada","2016A000011124","Receipts, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915272","1.1.33","39","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915273","1.2.1","216645","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915274","1.2.2","183102","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Goods","Dollars","81","millions","6","v61915275","1.2.3","149916","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Services","Dollars","81","millions","6","v61915276","1.2.5","33187","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Travel","Dollars","81","millions","6","v61915277","1.2.6","1474","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915278","1.2.7","5805","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915279","1.2.8","25522","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Government services","Dollars","81","millions","6","v61915280","1.2.9","386","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915281","1.2.10","28597","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915282","1.2.11","1535","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915283","1.2.12","27062","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915284","1.2.13","7961","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915285","1.2.14","861","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915286","1.2.15","7100","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915287","1.2.16","5547","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915288","1.2.17","1552","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915289","1.2.18","15693","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915290","1.2.19","10445","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915291","1.2.20","10368","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915292","1.2.21","76","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915293","1.2.22","5248","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915294","1.2.23","3409","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915295","1.2.24","4946","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915296","1.2.25","3339","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915297","1.2.26","2214","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Personal transfers","Dollars","81","millions","6","v61915298","1.2.27","941","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Other private non-personal transfers","Dollars","81","millions","6","v61915299","1.2.28","1274","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915300","1.2.29","1124","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915301","1.2.30","1607","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915302","1.2.32","1210","","","","0"
"2020-10","Canada","2016A000011124","Payments, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915303","1.2.33","397","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915304","1.3.1","-7969","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915305","1.3.2","-9122","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Goods","Dollars","81","millions","6","v61915306","1.3.3","-9067","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Services","Dollars","81","millions","6","v61915308","1.3.5","-54","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Travel","Dollars","81","millions","6","v61915309","1.3.6","2066","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915310","1.3.7","-2326","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915311","1.3.8","281","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Government services","Dollars","81","millions","6","v61915312","1.3.9","-75","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915313","1.3.10","2954","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915314","1.3.11","-1297","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915315","1.3.12","4251","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915316","1.3.13","10913","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915317","1.3.14","1280","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915318","1.3.15","9633","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915319","1.3.16","3541","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915320","1.3.17","6092","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915321","1.3.18","-5635","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915322","1.3.19","-6699","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915323","1.3.20","-6626","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915324","1.3.21","-73","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915325","1.3.22","1063","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915326","1.3.23","-1027","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915327","1.3.24","-1802","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915328","1.3.25","-2168","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915329","1.3.26","-1043","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Foreign taxes","Dollars","81","millions","6","v61915330","1.3.29","-1124","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915331","1.3.30","366","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915332","1.3.31","1934","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Official contributions","Dollars","81","millions","6","v61915333","1.3.32","-1210","","","","0"
"2020-10","Canada","2016A000011124","Balances, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915334","1.3.33","-358","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915244","1.1.1","225661","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915245","1.1.2","186181","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Goods","Dollars","81","millions","6","v61915246","1.1.3","153035","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Services","Dollars","81","millions","6","v61915248","1.1.5","33146","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Travel","Dollars","81","millions","6","v61915249","1.1.6","3501","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915250","1.1.7","3505","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915251","1.1.8","25790","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Government services","Dollars","81","millions","6","v61915252","1.1.9","350","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Primary income","Dollars","81","millions","6","v61915253","1.1.10","35892","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Compensation of employees","Dollars","81","millions","6","v61915254","1.1.11","248","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Investment income","Dollars","81","millions","6","v61915255","1.1.12","35644","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income","Dollars","81","millions","6","v61915256","1.1.13","22933","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, interest","Dollars","81","millions","6","v61915257","1.1.14","2138","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, profits","Dollars","81","millions","6","v61915258","1.1.15","20795","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, dividends","Dollars","81","millions","6","v61915259","1.1.16","8005","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Direct investment income, reinvested earnings","Dollars","81","millions","6","v61915260","1.1.17","12790","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income","Dollars","81","millions","6","v61915261","1.1.18","10444","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, interest on debt securities","Dollars","81","millions","6","v61915262","1.1.19","3893","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on bonds","Dollars","81","millions","6","v61915263","1.1.20","3890","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment, interest on money market instruments","Dollars","81","millions","6","v61915264","1.1.21","3","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Portfolio investment income, dividends on equity and investment fund shares","Dollars","81","millions","6","v61915265","1.1.22","6551","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Other investment income","Dollars","81","millions","6","v61915266","1.1.23","2267","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Secondary income","Dollars","81","millions","6","v61915267","1.1.24","3588","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Private transfers","Dollars","81","millions","6","v61915268","1.1.25","1108","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Other private transfers","Dollars","81","millions","6","v61915269","1.1.26","1108","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Government transfers","Dollars","81","millions","6","v61915270","1.1.30","2480","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Canadian taxes","Dollars","81","millions","6","v61915271","1.1.31","2439","","","","0"
"2021-01","Canada","2016A000011124","Receipts, seasonally adjusted","Other transfers of government","Dollars","81","millions","6","v61915272","1.1.33","41","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Total current account","Dollars","81","millions","6","v61915273","1.2.1","225870","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Goods and services","Dollars","81","millions","6","v61915274","1.2.2","185693","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Goods","Dollars","81","millions","6","v61915275","1.2.3","151767","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Services","Dollars","81","millions","6","v61915276","1.2.5","33926","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Travel","Dollars","81","millions","6","v61915277","1.2.6","1339","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Transportation","Dollars","81","millions","6","v61915278","1.2.7","6000","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Commercial services","Dollars","81","millions","6","v61915279","1.2.8","26183","","","","0"
"2021-01","Canada","2016A000011124","Payments, seasonally adjusted","Government services","Dollars","81","millions","6","v61915280","1.2.9","404","","","","0"
